Sheikh Saqib ,141,0.4387
Shreyas Zidane Sarkar,142,0.014
Parray Saleem,64,-0.0042
Vidyasagar Paul,8,-0.0704
Pawan Rajwal ,143,-0.2707
Abhijit K ,144,-0.2535
Rajindar Opal ,145,0.0614
Ashish F,146,0.0553
Devendra Parmar ,147,0.4667
Chetan Kumar ,148,0.2838
Khajan C Joshi,149,-0.1019
Jatin Gosalia,150,-0.0826
Siddhant Gakhar,151,0.0
Altaf Gul,152,0.1029
LEO Cadio,153,0.0784
Rameshwar Acharya,154,-0.3008
Devansh Suri,155,-0.0549
Prateek Sharma ,156,-0.0084
Seerat Sharma ,157,-0.0974
Manish Kumar ,158,-0.1445
Nithesh Satish,159,-0.0004
Vikram Yashashvi,160,-0.1505
Hakeem Aaqib ,161,-0.1411
Fazal Bhat,74,-0.2234
Surya Narayan Singh ,162,0.0
Akshaya Ramachandran ,163,0.0715
37037226,164,-0.4203
Moti Lal Khanna,165,-0.1021
Rajan Rajagopal,166,-0.3298
Umar Suharwardy ,63,-0.4456
Sankalp Tripathi ,167,-0.6124
Arijeet Roy ,168,0.0931
Neeraj Sharma ,169,0.0387
Avinash Kumar ,170,0.0471
28841217,171,-0.1366
Jatin Singh ,105,-0.2263
35091152,172,-0.3735
Arbaaz Hoccaine,173,0.0797
Fazal Bhat,74,-0.7656
Vikash Sharma ,174,0.0424
Raj Menon ,175,0.15
Lakshmi Ram ,176,-0.2284
Sanjeet Chhoker,177,-0.1548
Rafi Saeed,113,-0.2017
Om Taneja,178,0.183
28847706,179,-0.1671
11628593,180,0.6653
Raj Menon ,175,0.2544
Nilay Vishwakarma,181,-0.5552
Yogita Karache,182,0.5106
36815115,183,0.0008
Satinderpal Singh ,184,-0.0637
Aayush Sinha ,185,-0.6242
Jatin Gosalia,150,-0.0159
Bapat Lal,186,0.2
13084685,187,0.0167
Rajneesh Kumar Salgotra,188,0.2929
Avin Rishi ,189,0.5752
Rahila ,190,0.1183
Firdous Ahmad ,191,0.3227
Mahesh Maera Garkoti,192,0.0381
Saksham Dangi,193,0.0552
Aditya Joshi ,194,-0.1387
37748680,195,-0.198
Nikhil Jain ,196,0.875
Mangesh Kadu ,197,0.5203
Anvit Shankar,135,-0.183
Sameep Kapoor ,198,-0.3454
Mir Burhan,199,0.25
Rahul Bose ,200,-0.0392
Gyan Rohra,34,-0.1944
Ashok Singh ,201,0.8402
Sharad Srivastava ,202,-0.0442
Yugander Krishan Singh,203,0.149
Obaid Ashraf Shah ,204,-0.1027
Chit Dubey,138,0.304
Pravinchandra G Dhameliya,205,0.0772
Sayed Khalid Faredie,28,-0.0623
Mohan Dudha,206,0.1003
Ankush Sharma ,24,-0.8119
Sarvesh Dindore,207,0.0926
Jitender Aggarwal ,208,-0.421
Gyan Rohra,34,0.4586
Faisal Ashfaq,209,0.0
Mehreen Khan ,210,0.1468
Charan Kumar ,211,-0.0875
Gopal Das ,1,0.0576
Vivek Singh ,212,0.1443
Sunil Gupta ,213,-0.0281
Sri ,214,-0.4315
Suresh ,215,0.2406
Prakhar Gupta ,216,0.1503
Rajagopalan K Suryanarayan,217,-0.3283
Nath Yogi,218,-0.0172
Nadir Osman,219,0.0
John Mc Valsayan,220,-0.1446
Randhir Kapoor ,109,0.5423
Joyson Fernandes,221,-0.198
Abhinav Agarwal ,222,0.056
Krishna Sudarshana,223,-0.5423
Alok Kumar Singh ,224,0.2202
Ashutosh Singh ,225,-0.4749
Sandeep Goswami ,136,0.0154
Akash Kapoor ,226,0.2584
Nitish Sharma ,227,0.2328
Sharad Srivastava ,202,0.0293
Jogi Bhullar,228,0.9081
Gajender Chauhan,229,-0.0633
Aly Naseer,230,-0.8719
Muhammad Saif Ali ,231,0.3185
Surendran Nair ,232,-0.1905
Dushyant Rao ,233,-0.1266
Rajan Khajuria ,103,-0.2343
Tina Jacob ,234,-0.4203
Muarij Masoodi,235,0.2672
Rahul ,236,-0.1466
Nikhil Seri ,237,-0.1021
Vikram Yashashvi,160,0.1205
Faisal Ashfaq,209,-0.0818
Raghavendra Shankar Rai,238,-0.021
Thanga Durai,239,0.0
Pawan Rajwal ,143,0.1651
Thanga Durai,239,-0.177
Javed Khan ,240,0.3702
Ram Sury ,241,0.0235
Sagar Bhandarkar,242,-0.2747
Sanjay Wali,243,0.1235
Abhishek Sharma ,244,0.0709
Saurabh Singh ,245,-0.8907
Abid Mahmood ,246,-0.34
Ashutosh Raina ,247,0.1135
15643446,248,-0.085
Pranay Rauka,249,-0.2822
Nitin Joglekar ,250,0.0662
Sampurna Poudel ,251,0.0
Gopal Sinha,252,0.2637
Sam Katze,253,0.1233
Subodh Chalak,254,0.0262
25711246,255,0.1233
Prathmesh Vyavahare,256,-0.0384
Gaurav Shenoy,257,-0.021
20227008,258,0.2934
Vedchetan,259,0.1509
Prof Mahesh Halale,260,-0.0348
Ajay Raina,261,-0.0279
Nalin Savara,70,0.9299
Danish ,77,0.051
Ram Sury ,241,0.0
Tad Malik,262,0.1584
Anand Kaul ,56,-0.5241
Venkata Akashdeep Vinnakota,263,-0.2997
Rajan Jamwal,91,0.2934
Animesh Paul ,264,0.8337
Deepak Pathak ,265,-0.2117
Baba Hanan,266,-0.0425
Shaz Baloch ,267,0.1874
Iqbal Singh ,129,-0.9643
Arth Josh,268,0.8398
Sayed Khalid Faredie,28,0.0393
Gaurav Kashyap ,269,0.8979
4551978,270,-0.021
12741032,271,0.8398
35023143,272,-0.9643
Aly Naseer,230,0.9438
Antariksh Parichha,273,0.0463
Jogi Bhullar,228,0.7876
Minhaj Masoodi,274,0.2013
Zubin Mahernosh Darbari,275,0.0
Tad Malik,262,-0.226
Sabeen Umar,276,0.3143
Dhaval Trivedi ,118,0.287
Ramaswamy Subramanian ,277,-0.0563
Mudassir Ahmed ,278,0.0371
42464570,279,-0.3298
Jasvinder Singh Choudhary,280,-0.2368
Gagandeep Shukla,281,-0.0358
Sakshi Chaudhary ,282,-0.8871
Fahad Shahid ,283,-0.4215
Surya Narayan Singh ,162,-0.4404
Pulkit Chaurasia ,284,0.3214
Piyush Jain ,285,-0.2415
Mudassir Ahmed ,278,0.1781
41873515,286,-0.8871
Shraddha Mishra ,287,-0.0154
Meghna Purohit ,288,0.3111
Aryan Srivastava ,289,0.0407
Sanjay Roy,290,-0.14
Tousief Irshad Ahmed Sirwal,291,-0.3258
Appu Pandey ,292,-0.1738
Ikram Khan ,293,0.0761
Nithin Devoor,294,0.4648
Maheswar Deka,5,-0.1823
Abhijeet Mandal ,295,-0.0279
Manojkumar H Desai,296,-0.0083
Gopala Dhar,297,-0.802
Nimrita Koul Pandita,4,-0.148
22183132,298,-0.148
Alok Kumar Singh ,224,0.1249
23570558,299,0.4698
Vidhu Neelam,300,-0.0679
Shashank Mishra ,301,0.8871
Mohit Singh ,302,0.7331
Shekhar Gowardhan,303,-0.4122
Arvinth ,304,0.2073
Jamal Abdul Nasir,305,0.049
Pushpinder Singh ,306,0.3398
Sayed Khalid Faredie,28,0.1218
Rachit Gupta ,307,-0.0381
Ankit Singh ,308,-0.3819
Tarun Verma ,309,0.1496
Uday Singh ,310,0.2538
Rahul Dev Balagopal,311,-0.2389
Randhir Kapoor ,109,0.0
Honey Singh ,312,-0.7269
Muda Tariq,313,0.0
Altaf Gul,152,0.0513
Sankalp Sharma ,314,-0.5423
Ram Sury ,241,0.4221
Kiran Manohar ,315,0.2638
Nath Yogi,218,0.0
Vinay Kant Singh,316,0.1129
Bob Gustavsson,317,0.1871
Vipul Khajuria ,318,-0.9195
Atul Kumar ,319,0.0322
3108331,320,0.0044
Zubin Mahernosh Darbari,275,0.0141
Zubin Mahernosh Darbari,275,-0.4939
Tehnan,321,0.056
Ansh Choudhari,322,-0.041
Parray Saleem,64,0.0404
Vikas Gupta ,323,0.1376
Gyan Rohra,34,0.3356
Vinam Singh,68,-0.3191
Sahil Pandita ,324,-0.0246
Bipin Pandey ,325,0.0075
Aameer Shaikh,326,-0.6616
Anakh Taak,327,-0.3116
Owais Ahmed Khan ,328,0.236
Andrea Khan ,329,-0.1789
40354952,330,0.886
Sethu Ramalingam ,331,-0.0953
Utkarsh Parashar ,332,0.2259
Mohini Bhatnagar,333,-0.1339
Manjit Kour ,334,0.2279
22332036,335,0.0075
28691406,336,0.1342
Shanu Khan ,51,-0.1133
30147532,337,0.1545
Nitesh Singh Em,338,0.0
Aaqib Javid ,339,0.886
Jamshed Mir,340,-0.2058
Raghav Lall,341,-0.0791
11655068,342,-0.17
Gopal Das ,1,-0.1569
Arsalan Ali ,343,0.4002
Jaggiramesh,344,0.0056
Mudassir Ahmed ,278,-0.4352
Prasad Joshi ,345,-0.193
Irshad Bhat ,30,0.0919
Prakash Jha ,346,0.3654
Sarvesh Dindore,207,0.7034
Rayees Dar,6,-0.2087
28347567,347,-0.1057
Gopal Das ,1,0.0435
Arun Sharma ,348,-0.7101
Aryan Srivastava ,289,0.0386
Abhijeet Mandal ,295,-0.0123
Janhavi ,349,-0.1057
32908160,350,0.612
Akshay Jain ,351,-0.4742
Ajay Raina,261,-0.7783
Nitin Jadhav ,352,0.1154
Surya Narayan Singh ,162,-0.4451
Ashish Singh ,353,-0.3481
Manikandan T ,354,-0.159
Diwakar Acharya,355,0.264
17368007,356,-0.0516
Venkatraman Sivasankaran,357,-0.7003
Nirmal Vachhani,81,0.1812
Rohit Mishra ,358,-0.5735
11551887,359,0.1437
Ankit Shrivastava ,360,-0.17
Apurv Khajuria,361,-0.0682
Harish R Prajapati ,362,0.1437
Umar Suharwardy ,63,0.0608
Bharat Asani,363,-0.2636
Sharath Kumar Japala,364,0.0
41907063,365,-0.1924
Praveen Yadav ,366,0.0499
Ramaswamy Subramanian ,277,-0.2228
11912768,367,0.2756
Gokul Kumar ,368,-0.0386
Vikas Pharswan,369,-0.0749
Ravi Aguva,370,0.2756
Sindhu Bharathi ,371,-0.7239
Zubin Mahernosh Darbari,275,-0.0516
Giridharan Velamore ,71,-0.1183
M Das ,372,-0.2388
Vinam Singh,68,-0.1309
Prabhat Turlapati,373,0.0799
Chaitanya Gupta ,374,0.0491
Saurav Das ,375,0.0373
Gaudham Pragadesh,376,-0.0192
Vivek Ravindranath,377,-0.925
Maheswar Deka,5,0.089
K Gopinath,378,-0.0987
Puroo Kumar Roy,379,0.0927
Yogesh M Iggalore,380,0.0
16179327,381,0.0373
Krishna Singh ,382,0.1633
Zahoor Badini,383,-0.3612
Chandravadan Trivedi,384,-0.296
Ryan J Farrick,385,0.0129
Vidyasagar Paul,8,-0.0857
Ameet Singh,117,0.1477
Sameer Sharma ,386,0.0898
Deya Roy,387,-0.1616
Ashish Kumar ,388,0.1631
Rajesh Mohanty ,389,-0.6597
Mahendra Pratap Singh ,390,-0.0587
Shreya Kanade,391,0.4707
Ramakrishnan Cm,392,0.0302
Sayed Khalid Faredie,28,0.1948
Zohaib Khan ,393,0.4559
Surya Narayan Singh ,162,-0.314
42682360,394,0.0235
Umar Suharwardy ,63,-0.0351
Ronan Christian,104,0.0621
Vidyasagar Paul,8,0.0923
Rocky Khanna,395,-0.1814
Raj Singh ,396,0.0
Kishor Shah,397,0.5106
Gani Kaak,13,-0.9048
Rahul Dev Balagopal,311,-0.2252
Ubaid Nazir,398,0.1488
Mir Burhan,199,0.1468
Shally A Dhar,399,-0.2898
Sam Katze,253,0.0
Rahul Zad ,400,0.1468
Nimrita Koul Pandita,4,0.0
Vivek Kumar Srivastava ,401,0.0
6934820,402,0.0
17238227,403,-0.213
Ram Sury ,241,0.0
Luvmeet Singh,404,0.1253
Mayank Rai ,405,-0.2561
Sayed Khalid Faredie,28,0.1274
Alok Asthana,406,-0.3033
36360313,407,0.0
Mudassir Ahmed ,278,0.1962
Tahleel Ahmad,408,0.3066
Shaurya Mishra ,409,0.0204
Jaidev Joshi,89,-0.0005
27364378,410,-0.8126
Sahil Rohmehtra ,411,0.0627
41942519,412,-0.4453
Burhan Khan ,413,0.3655
James Mascarenhas,414,0.0
Diksha Raina ,415,-0.1729
Shailesh Kaul,416,-0.1153
Shailesh Kaul,416,-0.199
Prateek Sharma ,156,-0.0723
Manish Thakur ,417,-0.3239
Gautam Sibal,418,0.3185
Shardul Juyal,419,0.389
Eyenain Showkat,420,-0.296
Mohammad Zamin,421,0.2429
Vidyasagar Paul,8,-0.7683
Uddipta Ghosh,422,-0.8126
Fahad Bhat ,423,-0.1027
Ravi Pratap ,424,0.0585
Mihir Chaudhari,425,0.1765
Jyothi Vallapaneni,426,-0.7783
Jatin Singh ,105,-0.4458
Avinash Kumar ,170,0.0754
Anshuman Bhardwaj ,427,-0.8227
Sarvesh Dindore,207,0.0926
Giridharan Velamore ,71,-0.0793
Jogi Bhullar,228,-0.229
Pulakit Singh,428,-0.2284
Bilal Javed,429,-0.1122
Naivedya Mishra,430,0.1938
Puneet Mishra ,431,-0.1811
Sujit Singh ,432,-0.514
Mir Burhan,199,-0.3046
Imankalyan Maity,433,-0.4537
Anusri Tripathi,434,-0.0111
Ahsan Shiekh,435,-0.4961
Pradip Gangopadhyay,436,-0.3352
Shivam Gupta ,437,0.0482
Shaan Muneeb,438,-0.6622
Khurram Ali ,439,0.3069
G Bhat,440,0.1849
Abhijeet Mandal ,295,0.1372
Gopal Rai ,441,0.0257
Kartike Kampassi,442,-0.4453
Vishnu Theja Reddy,443,-0.1945
Randhir Kapoor ,109,-0.385
Jairam R Prabhu,444,-0.3125
Jogi Bhullar,228,-0.8737
Praveenkumar ,445,-0.4509
Muazzam Nasir ,446,-0.3093
Ishabh Verma,108,-0.3838
Kaiten Thakur,447,0.064
Manish Chaurasia ,448,-0.5267
Pradip Gangopadhyay,436,-0.1591
Rafi Saeed,113,0.0945
Sayed Khalid Faredie,28,-0.1995
Satyam Rai,449,-0.0025
Naman Chakraborty ,450,0.2614
Zubin Mahernosh Darbari,275,0.0683
Junaid Jan ,451,0.1487
Deepak Bakshi ,452,-0.0373
Ranjeet Rain,453,-0.1405
39231110,454,0.1849
Syed Mohtasim,455,0.0088
Faisal H Bhat,456,0.0
Iqbal Singh ,129,-0.1748
Aseem Kumar ,457,-0.4003
41055452,458,-0.034
Gopal Sinha,252,0.142
Abhijeet Mandal ,295,0.7801
Sayed Khalid Faredie,28,0.0901
Farhan Imaan Abro,459,-0.7276
Vikram Yashashvi,160,0.4496
11488583,460,-0.1118
Vidyasagar Paul,8,-0.0328
Suhail Mohammad,461,-0.5562
Animesh Mohan,462,0.1496
Prateek Kumar ,463,-0.8481
Siva Kumar ,464,0.4767
Nihal Mohammed ,465,-0.1118
Neil Mezi,466,-0.034
Sandeep Sapru,467,0.6129
Arafat Basheer,468,-0.2645
Sai Kumar Rao,469,-0.9153
Abhishek Singh ,20,0.5095
Sandeep Nagraj ,470,-0.196
Chandravadan Trivedi,384,0.1771
Rj Saras Nitish,471,-0.068
Omkar Nath Nandi,472,0.0879
32448441,473,-0.1806
Dhruv Kotwal,474,0.0376
Mohammad Zamin,421,0.6943
Pawan Rajwal ,143,0.439
Rahul Gupta ,475,0.241
Sandeep Singh ,476,0.2023
Mahaprasad Nanda,477,-0.2023
Kailash Kumar ,478,0.1054
Gitanjali Dagar,479,0.0731
Ram Sury ,241,0.3669
Rahila ,190,0.0578
Ragnar Lothbrok ,480,-0.38
Chandravadan Trivedi,384,0.0535
Ansh Choudhari,322,-0.1235
21937579,481,0.0596
Tejinder Singh ,482,0.1391
Aditya Patil ,483,0.0
Fazal Bhat,74,-0.5567
Ahmed ,484,-0.2219
Giridharan Velamore ,71,-0.0413
Vikramaditya Singh ,485,0.2703
Palak Desai ,486,0.0
Debabrata Roy,72,0.0084
Atif Khan ,487,-0.7508
Rameez ,488,0.25
8245658,489,-0.9584
Sayed Khalid Faredie,28,0.1676
Ravneet Singh Raina ,490,0.2763
42437623,491,0.0084
Aryan Srivastava ,289,-0.0137
Arslan Qadri,492,-0.4588
Samvit Kher,493,0.3657
Sourin Paturi,494,0.0625
5286161,495,-0.0427
Bipin Chaudhary ,496,0.2235
S manivarma S manivarma,497,0.0
Sumit Nagpal,498,-0.0602
Raj Kr ,114,0.021
11158147,499,0.3769
Mohan Dudha,206,0.0667
Class Rebel Lanka,500,0.3008
Hari Govind ,501,-0.2367
Abdul Rehman ,502,0.0365
Ziad Khan ,503,-0.3951
Syed Junaid Aadil,504,0.3769
Sibte Ali,33,0.0
Vimlesh Dwivedi,505,-0.2171
Shubham Choubey ,506,-0.4767
Hirra Sultan,507,-0.0083
Ravi Malhotra ,508,-0.3541
Alok Asthana,406,-0.1454
Karan Menon ,509,0.4274
Musa Zargar,59,-0.0203
Hari Pada Roychoudhury,510,-0.0479
Sharika Amin,511,-0.0427
Divyanshu Rai ,512,0.0314
Junaid Jan ,451,0.2009
21702500,513,0.048
Baba Hanan,266,-0.0087
Manish Chowdhary ,514,-0.3227
Narinder Dogra ,515,-0.234
Tushar Mahajan ,516,-0.0012
Aloak Menon,517,0.0188
Prateek Kumar ,463,0.048
Mehrab,518,-0.0751
Bhagwat Shah,519,-0.3388
Manojkumar H Desai,296,0.4682
Achal Gautam ,520,0.039
Dipprakash Singh,521,0.7284
Vilas Kaul,522,-0.316
Ashutosh Sharma ,523,-0.1262
Gopal Sinha,252,-0.0267
Rahul Sambyal,524,0.2032
Akhil Saxena ,525,0.8827
28550397,526,0.2963
Pbhuvanesh Arasu,527,-0.0542
Siva Kumar ,464,0.1029
Gurudutt Mallapur,528,0.2963
Sayed Khalid Faredie,28,-0.0331
Jayesh Bhatia ,529,-0.1048
Giridharan Velamore ,71,-0.0508
Srajan Kulshrestha ,530,-0.3703
Vikram Yashashvi,160,0.1861
Uday Singh ,310,-0.0664
Chander Kanta Gariyali,531,-0.3219
Satbir Singh Rajpal ,532,-0.4073
Kuldeep Singh Lamba,533,0.1589
Aditya Goyal ,534,-0.022
Mohinder pal Singh Jolly,535,-0.0258
Abir Chawla,536,0.3643
Sarvesh Dindore,207,0.0452
Roxanne Paul ,537,-0.2661
Mihir Chaudhari,425,-0.054
Prateek Sharma ,156,0.1399
Sagar Jha ,538,0.1356
25530222,539,-0.049
Sayed Khalid Faredie,28,-0.0909
21406538,540,-0.0155
Satish Gupte ,12,-0.0187
Ulaganath Muthu,541,0.2663
Umar Suharwardy ,63,-0.9832
Atul Burnwal,542,-0.0416
25165647,543,-0.0123
DHEERAJ KUMAR ,544,0.0
Ranga Prasad ,545,0.1774
Prateek Saxena ,546,-0.0454
Baba Hanan,266,-0.2442
Gautham Manoharan ,547,-0.2361
Asif ,548,-0.173
Anirudh Tamret,549,0.1158
Kishor Shah,397,0.3182
Patanjali Slpsk,550,0.2106
Arbaaz Hoccaine,173,0.0797
Yasmin Ali ,551,0.5357
1533105,552,-0.1614
Vibhuti Pajnoo,553,0.0762
25142553,554,-0.4897
Shubham Thakur ,555,-0.4158
Zubin Mahernosh Darbari,275,-0.1513
Arnav Vaid,556,-0.1379
Shally A Dhar,399,-0.1583
21070025,557,-0.1392
Rafi Saeed,113,0.0704
Chetan Rattan,558,0.0079
Shobhan Dutta,559,-0.0069
Ameet Singh,117,0.3612
Himanish Ganjoo,560,0.0129
Ranga Prasad ,545,-0.2402
Waqar Ahmad ,561,-0.3825
Mohammed Aamer ,562,-0.0076
Vivek Reddy ,563,0.5719
Anayat Bhat,564,0.3612
Harsh Srivastava ,565,0.0988
27974903,566,-0.0076
Rajiv Gusain ,567,0.2736
Jnanendra Kishore,568,-0.0587
Mehreen Khan ,210,0.6424
Giri Dv,569,-0.8007
Sonali Manhas,570,0.3325
Umar Suharwardy ,63,0.0714
Sumit Malik,571,0.0391
Darshan Nayak ,572,0.3655
Ravi Aguva,370,0.3427
Abhijeet Mandal ,295,-0.0279
Vishnu Karthik ,573,0.7096
Shubhojoy Mitra,574,0.3666
Ashok Kumar ,575,0.0305
Adnan Khalid ,576,0.4661
?share=c&srid=RxUs,577,0.0472
Vinam Singh,68,-0.0332
Abhijit K ,144,0.1926
Rajaguru Ganesan,578,-0.0348
Tousief Irshad Ahmed Sirwal,291,-0.402
Gwydion Madawc Williams,579,0.8963
15856004,580,0.7096
Suhrud Bilolikar,581,-0.3574
Usman Mubashir,582,0.3989
Vijay Kumar Sood,583,-0.4753
Vinam Singh,68,0.15
Sant Prakash,584,0.0114
39156206,585,0.3067
Ram Ramamurthy ,586,0.1806
Asha Lalitkumar,587,0.3067
Varun Kumar Singh,588,-0.0358
Debabrata Roy,72,0.0212
Kamesh Yalamarthy,589,0.4479
Rakesh Iyer,590,0.0486
Apurba Kundu,591,0.0163
Amanpreet Singh ,592,0.0332
Omkar Vaidya ,593,0.0135
Sayed Khalid Faredie,28,0.024
Vivek Ravindranath,377,-0.0695
Hada Balveer,594,0.1089
Vinam Singh,68,-0.1729
Danish ,77,0.0821
Vishal Kumar Singh ,595,-0.1665
Sourabh Prajapat,596,0.1955
Jatinpal Singh,46,-0.0179
Aditya Verman,597,0.1806
Harsh Saha,598,-0.0543
Javed Khan ,240,-0.1531
Nabeel Nisar,599,0.0
40988790,600,-0.1306
Mrinal Singh ,601,-0.2628
Lone Izhar,602,0.103
Abishake Koul,603,0.0582
Tehseen Aziz,604,-0.138
Dujaize Duja,605,0.7906
Farhan Ashraf ,606,0.2101
Arvind Thappa,607,0.0152
Devashree Tulankar,608,0.1921
Kevin Mathew ,44,-0.2497
Adam Hussain ,609,0.0
Sree Kalyan Gampa,610,0.5476
Ikram Khan ,293,0.1015
Minhaj Masoodi,274,0.1741
Pradeep Yadav ,611,-0.6765
Gowri Sankar Kota,612,0.3815
Chetan Rattan,558,-0.6362
20065460,613,-0.138
Maheswar Deka,5,-0.184
Ritwik Mehta,614,0.3434
Naval Malpani,615,-0.1955
Dave Mathews ,616,-0.7139
Aditya Singh Samyal,617,0.0411
Vinam Singh,68,-0.1122
Hyder Khan ,618,0.8153
Kommalapati Sandeep,619,-0.0756
2722802,620,0.0212
Rakshith S Ponnathpur ರಕ್ಷಿತ್,621,0.2161
Adam Singh ,622,-0.0765
Sharad Srivastava ,202,0.0239
Shambhu Kumar ,623,0.1138
Akshath Dharmadheeran,624,0.0242
27982132,625,-0.0102
Sushil Singh ,626,-0.0597
Yuvraj Bhosale ,627,-0.1465
Ashish Rana,628,0.0275
Devendra Joshi ,629,-0.0027
Rafi Saeed,113,-0.0296
Neil Mezi,466,-0.1306
Prakhar Gupta ,216,-0.0878
Sayed Khalid Faredie,28,-0.24
Yasir Amin,630,-0.2979
Shivam Mishra ,631,0.2322
Mudit Garg ,632,0.0557
Unmesh ,633,0.2518
Syed Fawad Hussain ,634,0.3472
Manu Bhatnagar ,635,-0.0429
Sanjay Ghai ,636,-0.0137
Shalesh Jain,637,0.1409
Gunjan Kalita ,40,0.0362
Mohammed Aamer ,562,0.0574
21654179,638,0.0
Subhendu Nath ,639,0.1863
Vipul Khajuria ,318,0.8561
25642058,640,0.0574
Sameer Katti,641,0.113
